frame,Si1_idx,O_idx,Si2_idx,angle_deg
12640,10,106,29,138.9026888739654
12640,10,130,33,155.2400504198023
12640,11,83,32,142.4195575537634
12640,11,107,26,135.7049435949714
12640,11,131,35,136.83412884343548
12640,12,84,20,130.095214200789
12640,12,108,25,138.84056757209083
12640,13,91,16,135.76529262058415
12640,13,115,21,142.40246475324724
12640,14,60,27,136.07088483283522
12640,15,61,26,125.44501855950917
12640,16,62,28,144.51207906819332
12640,17,63,29,134.5516116156242
12640,18,64,35,154.60340379814033
12640,19,65,34,137.80161247467356
12640,20,66,32,145.6124648352491
12640,21,67,33,129.11724786675452
12640,23,69,31,132.86991271319962
12640,25,71,30,134.93608200697963
12650,0,96,35,128.69975394243562
12650,1,49,12,138.58153768849058
12650,1,73,30,160.75248958370128
12650,1,97,32,132.11371639732369
12650,1,121,31,134.36022957488436
12650,2,74,31,176.37672844256142
12650,2,98,33,146.26819811422178
12650,2,122,30,138.6168697872594
12650,3,99,34,131.24944229855248
12650,4,76,27,144.3020141945397
12650,4,124,28,141.2675822338825
12650,5,77,29,151.31225763290712
12650,5,125,26,128.04341415361367
12650,6,78,26,141.80654725078435
12650,6,102,30,166.5153608326896
12650,6,126,29,153.98569255966785
12650,7,79,28,142.5607343550994
12650,7,103,31,142.8387854831601
12650,7,127,27,152.0211914204147
12650,8,80,35,127.87335293325926
12650,8,104,27,140.97130728827233
12650,8,128,32,143.05907280422437
12650,9,57,13,129.41995504935886
12650,9,81,33,140.93256900407965
12650,9,105,28,141.1735918023881
12650,9,129,34,142.733581412242
12650,10,82,34,134.17851126450222
12650,10,106,29,144.03592298642093
12650,10,130,33,149.28531621278253
12650,11,83,32,133.67544479492202
12650,11,107,26,131.81191206182635
12650,11,131,35,140.7588439909671
12650,12,84,20,140.57333986225183
12650,12,108,25,145.7597084913454
12650,13,91,16,126.90383568327537
12650,13,115,21,139.55699863287182
12650,14,60,27,141.43304937006374
12650,15,61,26,123.95280747384139
12650,16,62,28,135.95248929111574
12650,17,63,29,124.12146489348305
12650,18,64,35,153.71267588774754
12650,19,65,34,141.91523142952866
12650,20,66,32,143.00415148012974
12650,21,67,33,140.95215038649636
12650,23,69,31,126.68625886886278
12650,25,71,30,123.60372403890916
12660,0,96,35,129.4192723475342
12660,1,49,12,145.9542001095143
12660,1,73,30,146.16760993864435
12660,1,97,32,138.55085011911314
12660,1,121,31,133.57658889800555
12660,2,74,31,154.1642749568482
12660,2,98,33,155.09227298141428
12660,2,122,30,131.0902379520613
12660,3,99,34,141.22546704371135
12660,4,76,27,152.3489093957517
12660,4,124,28,128.2609792451154
12660,5,77,29,142.96352396634882
12660,5,125,26,142.52133972393605
12660,6,78,26,149.88801924352248
12660,6,102,30,160.56620222024975
12660,6,126,29,157.50815130636988
12660,7,79,28,151.9887482592626
12660,7,103,31,157.1868008983492
12660,7,127,27,138.2218660264849
12660,8,80,35,141.90698199639033
12660,8,104,27,159.56331424520096
12660,8,128,32,133.70984577935366
12660,9,57,13,143.70074149324267
12660,9,81,33,136.24811705553643
12660,9,105,28,135.28394214477757
12660,9,129,34,134.56425643340114
12660,10,82,34,132.4020296808847
12660,10,106,29,144.13643291756597
12660,10,130,33,160.1822043903451
12660,11,83,32,141.9615554943447
12660,11,107,26,150.56423273843038
12660,11,131,35,131.36502166223158
12660,12,84,20,149.40551158117967
12660,12,108,25,135.04044810520855
12660,13,91,16,126.96228062306422
12660,13,115,21,132.60422113238462
12660,14,60,27,134.24921316263678
12660,15,61,26,129.0154075535164
12660,16,62,28,140.4252056779083
12660,17,63,29,128.902050943616
12660,18,64,35,161.26575968705288
12660,19,65,34,141.6013863056456
12660,20,66,32,151.20890148878357
12660,21,67,33,145.9188488796406
12660,23,69,31,134.41812980756566
12660,25,71,30,139.75053967577657
12670,0,96,35,123.9743549472164
12670,1,49,12,142.6871203120754
12670,1,73,30,145.52245037748023
12670,1,97,32,128.51054587511214
12670,1,121,31,136.7702429629885
12670,2,74,31,139.84363221231757
12670,2,98,33,147.71924350477659
12670,2,122,30,155.54497266939381
12670,3,99,34,136.42994955382412
12670,4,76,27,150.13487655535255
12670,4,124,28,135.98863412004866
12670,5,77,29,143.46518035398105
12670,5,125,26,145.8202603495171
12670,6,78,26,139.32992159063164
12670,6,102,30,143.79296990487532
12670,6,126,29,152.4223567984271
12670,7,79,28,147.63093131748667
12670,7,103,31,142.07859147090974
12670,7,127,27,145.61166661437775
12670,8,80,35,138.39022272972483
12670,8,104,27,134.4084679684157
12670,8,128,32,134.8310018564378
12670,9,57,13,148.13334304496436
12670,9,81,33,129.7777118089629
12670,9,105,28,138.18175328781956
12670,9,129,34,144.48117085593404
12670,10,82,34,140.1852851244355
12670,10,106,29,137.5496344212827
12670,10,130,33,160.3957272646606
12670,11,83,32,131.35684599158736
12670,11,107,26,137.09806526296845
12670,11,131,35,135.77287186771352
12670,12,84,20,128.2577192602918
12670,12,108,25,132.50709702555457
12670,13,91,16,124.8873412646245
12670,13,115,21,138.20050503456727
12670,14,60,27,136.36416248318204
12670,15,61,26,132.42667468116764
12670,16,62,28,142.2924597246561
12670,17,63,29,124.69073727296062
12670,18,64,35,151.93332080991456
12670,19,65,34,136.65743051681176
12670,20,66,32,156.23186468496516
12670,21,67,33,137.8086632811825
12670,23,69,31,130.03407456373336
12670,25,71,30,139.37097275399807
12680,0,96,35,141.81018803864842
12680,1,49,12,139.0172873031518
12680,1,73,30,146.08390270307356
12680,1,97,32,136.41101110354978
12680,1,121,31,139.9812166175183
12680,2,74,31,143.43996639627804
12680,2,98,33,144.6511274082664
12680,2,122,30,149.32059074078637
12680,3,99,34,140.32983602517947
12680,4,76,27,141.07423168835265
12680,4,124,28,142.3238483151431
12680,5,77,29,146.47003429771107
12680,5,125,26,139.63957409182763
12680,6,78,26,156.93543381662641
12680,6,102,30,152.89298799007358
12680,6,126,29,139.52684801226187
12680,7,79,28,137.76009299145394
12680,7,103,31,153.12913020062436
12680,7,127,27,158.76775492444503
12680,8,80,35,132.2449145541396
12680,8,104,27,131.49121516603498
12680,8,128,32,140.43148591081237
12680,9,57,13,144.1087301223978
12680,9,81,33,152.53449544619747
12680,9,105,28,136.5551382362246
12680,9,129,34,137.80583050128507
12680,10,82,34,146.1746252507762
12680,10,106,29,146.3386984169682
12680,10,130,33,140.7561638645525
12680,11,83,32,130.40106803985955
12680,11,107,26,144.17792983667164
12680,11,131,35,157.6649010746406
12680,12,84,20,138.72268316513689
12680,12,108,25,137.21125817105658
12680,13,91,16,142.32791375698645
12680,13,115,21,154.20536826907025
12680,14,60,27,133.8597468098858
12680,15,61,26,121.99918644218283
12680,16,62,28,132.26623913564254
12680,17,63,29,129.1290637027487
12680,18,64,35,144.13033564151658
12680,19,65,34,142.18579624737055
12680,20,66,32,137.4441600546944
12680,21,67,33,141.1312508626436
12680,23,69,31,131.96665927090436
12680,25,71,30,143.63751203942869
12690,0,96,35,133.28659765451394
12690,1,49,12,140.28296839015232
12690,1,73,30,151.5995799079347
12690,1,97,32,135.1047852718692
12690,1,121,31,132.73600372720236
12690,2,74,31,158.31536165816675
12690,2,98,33,150.5761297569067
12690,2,122,30,135.43683877740227
12690,3,99,34,133.88570600413686
12690,4,76,27,145.26896129073953
12690,4,124,28,139.86346158284314
12690,5,77,29,153.57851045013905
12690,5,125,26,134.27033774524068
12690,6,78,26,154.19956768124067
12690,6,102,30,142.7109274654356
12690,6,126,29,140.45072676736518
12690,7,79,28,138.63198414974946
12690,7,103,31,144.0644584243881
12690,7,127,27,141.8720084137907
12690,8,80,35,141.12570330809083
12690,8,104,27,142.73383922205062
12690,8,128,32,141.7171777919935
12690,9,57,13,142.68559631645024
12690,9,81,33,134.91843235348503
12690,9,105,28,142.68516193033244
12690,9,129,34,148.6651470594854
12690,10,82,34,136.83068015466156
12690,10,106,29,139.7597669775599
12690,10,130,33,149.2352795363862
12690,11,83,32,134.33314387329955
12690,11,107,26,140.63511391932974
12690,11,131,35,150.4626883540534
12690,12,84,20,139.7452292970027
12690,12,108,25,136.37141543471083
12690,13,91,16,144.552175822275
12690,13,115,21,134.76961286494804
12690,14,60,27,127.34961946202453
12690,15,61,26,133.84970070604183
12690,16,62,28,136.32275446262588
12690,17,63,29,134.24100657632837
12690,18,64,35,155.3633863291071
12690,19,65,34,144.2411339498428
12690,20,66,32,138.3766415557289
12690,21,67,33,149.43425385054667
12690,23,69,31,128.3807670738462
12690,25,71,30,146.38755674659484
12700,0,96,35,131.2920910218027
12700,1,49,12,134.16298765961142
12700,1,73,30,148.3168928524477
12700,1,97,32,135.31217762182297
12700,1,121,31,147.95384998198546
12700,2,74,31,137.5327622913918
12700,2,98,33,142.40703959963616
12700,2,122,30,156.80772561506967
12700,3,99,34,130.3042684572718
12700,4,76,27,139.41875134012963
12700,4,124,28,130.17263729572576
12700,5,77,29,146.96324815843744
12700,5,125,26,136.9846880008863
12700,6,78,26,153.35330383265634
12700,6,102,30,139.07675489482108
12700,6,126,29,146.41296424193513
12700,7,79,28,159.2811947359936
12700,7,103,31,131.28130190531107
12700,7,127,27,136.09474336937282
12700,8,80,35,150.2531004231211
12700,8,104,27,157.03836362626376
12700,8,128,32,135.9185452814538
12700,9,57,13,143.83474478142767
12700,9,81,33,153.11045873103734
12700,9,105,28,133.75631442551182
12700,9,129,34,127.1249639916751
12700,10,82,34,146.19495183274256
12700,10,106,29,148.62651349741162
12700,10,130,33,130.98429783190926
12700,11,83,32,146.80403651292514
12700,11,107,26,134.04112368977863
12700,11,131,35,131.47650990310225
12700,12,84,20,129.25511535869362
12700,12,108,25,146.04667274828407
12700,13,91,16,131.71023723686147
12700,13,115,21,149.42180120882864
12700,14,60,27,148.58548194320895
12700,15,61,26,135.27999396156446
12700,16,62,28,151.19093529919255
12700,17,63,29,130.12496408207915
12700,18,64,35,157.95667042970567
12700,19,65,34,146.53212644779063
12700,20,66,32,152.66574388037063
12700,21,67,33,147.71931013024815
12700,23,69,31,125.15834898118975
12700,25,71,30,133.11477189288038
12710,0,96,35,126.10443718170687
12710,1,49,12,153.7940285602545
12710,1,73,30,149.75283160081082
12710,1,97,32,134.10455330703203
12710,1,121,31,133.4330798450766
12710,2,74,31,155.90752195150858
12710,2,98,33,165.4054269365368
12710,2,122,30,138.14097990869658
12710,3,99,34,132.43482149733723
12710,4,76,27,137.97623996798157
12710,4,124,28,149.4977233630264
12710,5,77,29,149.19947611798588
12710,5,125,26,143.03257314550234
12710,6,78,26,136.62376627182275
12710,6,102,30,154.4342886410936
12710,6,126,29,158.77548437805817
12710,7,79,28,129.57759757698418
12710,7,103,31,146.75212233672391
12710,7,127,27,149.8791792289764
12710,8,80,35,136.46986131231307
12710,8,104,27,136.89635132055963
12710,8,128,32,140.5185028943889
12710,9,57,13,130.24610490185614
12710,9,81,33,144.85584626163393
12710,9,105,28,136.18582482958132
12710,9,129,34,142.37855660191866
12710,10,82,34,129.5821818644788
12710,10,106,29,153.76320607302802
12710,10,130,33,157.62711304670503
12710,11,83,32,140.52837639756726
12710,11,107,26,146.63768674143046
12710,11,131,35,136.4193434598858
12710,12,84,20,136.25121630027624
12710,12,108,25,140.1604618118216
12710,13,91,16,142.65559504464252
12710,13,115,21,145.6914258240701
12710,14,60,27,133.3254456237436
12710,15,61,26,138.31349893807268
12710,16,62,28,144.76335126291818
12710,17,63,29,120.82280124193909
12710,18,64,35,160.60515120161486
12710,19,65,34,150.40772527711619
12710,20,66,32,150.37164287514935
12710,21,67,33,135.77995940692296
12710,23,69,31,142.87435741997726
12710,25,71,30,139.06933399487818
12720,0,96,35,147.42894430115783
12720,1,49,12,131.92185618791464
12720,1,73,30,153.24438859797422
12720,1,97,32,140.6852644531404
12720,1,121,31,138.73758629045656
12720,2,74,31,175.61587822074767
12720,2,98,33,151.23922088143416
12720,2,122,30,139.44595919195265
12720,3,99,34,142.94503442678302
12720,4,76,27,158.80504320280497
12720,4,124,28,141.3787537409083
12720,5,77,29,172.13675012046627
12720,5,125,26,130.15454953269406
12720,6,78,26,168.7629326537348
12720,6,102,30,160.35046435013186
12720,6,126,29,133.83026629608597
12720,7,79,28,144.32911940947253
12720,7,103,31,141.38783247093806
12720,7,127,27,146.858939635449
12720,8,80,35,134.2750820256203
12720,8,104,27,135.81204591463
12720,8,128,32,143.28164465890097
12720,9,57,13,132.65460709342457
12720,9,81,33,151.16359325034884
12720,9,105,28,145.29578053351946
12720,9,129,34,143.16031260241422
12720,10,82,34,131.4259174461025
12720,10,106,29,140.88467523440798
12720,10,130,33,142.2784180164613
12720,11,83,32,137.87044466614827
12720,11,107,26,137.85222508711348
12720,11,131,35,152.16274919712706
12720,12,84,20,126.4284852529479
12720,12,108,25,136.0260685773982
12720,13,91,16,128.71921357336998
12720,13,115,21,150.8845317909016
12720,14,60,27,135.64908694360568
12720,15,61,26,136.21956184673027
12720,16,62,28,133.99952427587903
12720,17,63,29,132.89825182555546
12720,18,64,35,156.13817524463738
12720,19,65,34,129.74271716679857
12720,20,66,32,135.20025448033883
12720,21,67,33,138.742834034095
12720,23,69,31,126.16744506456305
12720,25,71,30,134.75822361726117
12730,0,96,35,137.54735363944692
12730,1,49,12,135.93764147840173
12730,1,73,30,147.5873160676495
12730,1,97,32,140.5331606259149
12730,1,121,31,142.0463563379315
12730,2,74,31,141.40218186083644
12730,2,98,33,149.91093415683198
12730,2,122,30,151.3452776082255
12730,3,99,34,132.14269677908823
12730,4,76,27,147.74515695574485
12730,4,124,28,142.9109175677901
12730,5,77,29,153.62910502404742
12730,5,125,26,137.97103715759738
12730,6,78,26,141.713950467054
12730,6,102,30,155.04444620974968
12730,6,126,29,144.1919112665493
12730,7,79,28,138.10667583622333
12730,7,103,31,148.33999875698456
12730,7,127,27,148.76500753399614
12730,8,80,35,150.23990619458573
12730,8,104,27,142.55070720453955
12730,8,128,32,131.03231480175555
12730,9,57,13,137.8388478306961
12730,9,81,33,147.11280061157484
12730,9,105,28,140.13937532900667
12730,9,129,34,131.6945774033906
12730,10,82,34,147.12403596724505
12730,10,106,29,140.37286659466662
12730,10,130,33,143.40701903392147
12730,11,83,32,148.39779714227345
12730,11,107,26,144.14187168899429
12730,11,131,35,128.83278969501643
12730,12,84,20,139.95562339548417
12730,12,108,25,138.59873679118044
12730,13,91,16,138.47733394830496
12730,13,115,21,144.37048516071692
12730,14,60,27,134.95190360324392
12730,15,61,26,137.35375365215828
12730,16,62,28,142.8372834657785
12730,17,63,29,128.05730228690152
12730,18,64,35,160.83462303711082
12730,19,65,34,146.5072634216673
12730,20,66,32,148.2852213705613
12730,21,67,33,143.84299007628613
12730,23,69,31,139.4131967575591
12730,25,71,30,130.0101763047588
12740,0,96,35,137.9386839315759
12740,1,49,12,136.51948867034426
12740,1,73,30,157.53147570896212
12740,1,97,32,138.56741702475557
12740,1,121,31,138.93271534244556
12740,2,74,31,152.14386284509288
12740,2,98,33,150.65027823601127
12740,2,122,30,148.69568238189927
12740,3,99,34,131.63431868636684
12740,4,76,27,153.80619950870403
12740,4,124,28,136.12649748529734
12740,5,77,29,156.58472992053973
12740,5,125,26,127.39727985399198
12740,6,78,26,152.0878831830336
12740,6,102,30,147.40367542341156
12740,6,126,29,141.6077009796716
12740,7,79,28,146.86193209546488
12740,7,103,31,151.19680352688246
12740,7,127,27,140.59745221124757
12740,8,80,35,137.28841099313357
12740,8,104,27,135.65710078532643
12740,8,128,32,139.7447470315425
12740,9,57,13,133.89946552602154
12740,9,81,33,141.58672383590735
12740,9,105,28,139.66600783027494
12740,9,129,34,143.6188746551576
12740,10,82,34,136.44304539979439
12740,10,106,29,139.05917665144938
12740,10,130,33,150.6516281355394
12740,11,83,32,134.6889381612332
12740,11,107,26,153.5744136502889
12740,11,131,35,148.9112163628807
12740,12,84,20,140.81987965629986
12740,12,108,25,140.71170922036058
12740,13,91,16,127.80923802505384
12740,13,115,21,145.8780647157638
12740,14,60,27,131.28674533052268
12740,15,61,26,133.59626889339052
12740,16,62,28,132.32822695939754
12740,17,63,29,131.29018329644018
12740,18,64,35,138.33986694234667
12740,19,65,34,141.70781806054677
12740,20,66,32,143.34069617832185
12740,21,67,33,140.8653366103545
12740,23,69,31,127.3436101810864
12740,25,71,30,141.14176671826561
12750,0,96,35,131.24594350183025
12750,1,49,12,133.33366917716043
12750,1,73,30,168.08913081335277
12750,1,97,32,141.9310910339014
12750,1,121,31,131.91371509227267
12750,2,74,31,152.76315579935
12750,2,98,33,151.58142024682428
12750,2,122,30,138.6588617625226
12750,3,99,34,137.62616963443875
12750,4,76,27,142.2908256287376
12750,4,124,28,139.61597877886928
12750,5,77,29,161.83900342158054
12750,5,125,26,141.96896566348119
12750,6,78,26,162.7299251872346
12750,6,102,30,155.56725122442128
12750,6,126,29,143.1922429975733
12750,7,79,28,131.20828518849532
12750,7,103,31,153.8034317543441
12750,7,127,27,155.34121319466664
12750,8,80,35,142.66423764216464
12750,8,104,27,137.1445667831566
12750,8,128,32,137.64476965373512
12750,9,57,13,138.4252437902066
12750,9,81,33,143.59362330213804
12750,9,105,28,140.6901399065507
12750,9,129,34,142.72203066819242
12750,10,82,34,132.0006140514924
12750,10,106,29,154.72546094416825
12750,10,130,33,150.03398692107007
12750,11,83,32,137.37373126219
12750,11,107,26,143.74754448439958
12750,11,131,35,144.44985558052275
12750,12,84,20,133.8978181483517
12750,12,108,25,143.22351380096308
12750,13,91,16,129.5911428404808
12750,13,115,21,139.6118718187787
12750,14,60,27,136.79068105134044
12750,15,61,26,120.25519970055039
12750,16,62,28,143.1162322741538
12750,17,63,29,130.39716090158174
12750,18,64,35,152.29524422013236
12750,19,65,34,138.18574038603293
12750,20,66,32,143.501017629811
12750,21,67,33,130.5827356479647
12750,23,69,31,127.73500410484499
12750,25,71,30,134.86787003706795
12760,0,96,35,124.67810768626327
12760,1,49,12,135.09492223282933
12760,1,73,30,156.02108715553877
12760,1,97,32,139.91346728328196
12760,1,121,31,148.32364468882145
12760,2,74,31,150.24059531007345
12760,2,98,33,165.07823903210058
12760,2,122,30,152.6081554538748
12760,3,99,34,134.54439953988083
12760,4,76,27,143.45549261304492
12760,4,124,28,134.6651892455806
12760,5,77,29,156.90294548250418
12760,5,125,26,136.31384040260764
12760,6,78,26,151.61608696192363
12760,6,102,30,157.28905438140995
12760,6,126,29,145.76149819367186
12760,7,79,28,126.66841179931974
12760,7,103,31,166.40237498070968
12760,7,127,27,141.4624284060105
12760,8,80,35,131.35277623681313
12760,8,104,27,148.46727083809657
12760,8,128,32,140.06673970184886
12760,9,57,13,128.1225294997112
12760,9,81,33,144.95352327978077
12760,9,105,28,139.5909317250634
12760,9,129,34,148.44340899780204
12760,10,82,34,134.20466035692445
12760,10,106,29,150.30227983017753
12760,10,130,33,157.40858025519495
12760,11,83,32,136.40781303230438
12760,11,107,26,142.62904800197126
12760,11,131,35,140.72730926250367
12760,12,84,20,140.28134431367445
12760,12,108,25,139.3971632798738
12760,13,91,16,136.83990384579477
12760,13,115,21,145.50844163273774
12760,14,60,27,128.55539344390428
12760,15,61,26,136.26025714395786
12760,16,62,28,143.73952898115104
12760,17,63,29,124.57104645535803
12760,18,64,35,148.93360586459903
12760,19,65,34,133.01242048348766
12760,20,66,32,141.49315347191074
12760,21,67,33,133.48442533214558
12760,23,69,31,121.71276459078085
12760,25,71,30,135.32349640980263
12770,0,96,35,129.81184641879705
12770,1,49,12,139.79734172378502
12770,1,73,30,166.70467138249103
12770,1,97,32,145.32446534249374
12770,1,121,31,137.09738339128862
12770,2,74,31,159.24243988178875
12770,2,98,33,147.0766111239314
12770,2,122,30,138.94012072501707
12770,3,99,34,136.55569883755498
12770,4,76,27,145.19505033166604
12770,4,124,28,139.23820981578604
12770,5,77,29,151.52435736964506
12770,5,125,26,141.96998243486817
12770,6,78,26,153.8987788675351
12770,6,102,30,155.83305222840545
12770,6,126,29,147.66966067711348
12770,7,79,28,144.94041397064422
12770,7,103,31,145.91969878657545
12770,7,127,27,157.2703589835243
12770,8,80,35,136.85979313592338
12770,8,104,27,138.41199546871255
12770,8,128,32,146.72101243723208
12770,9,57,13,139.05855636312324
12770,9,81,33,143.29701430458394
12770,9,105,28,141.4536852785809
12770,9,129,34,134.38868038561873
12770,10,82,34,135.33163221444508
12770,10,106,29,143.43777834606266
12770,10,130,33,144.23343613742918
12770,11,83,32,136.697220652526
12770,11,107,26,144.00594379743492
12770,11,131,35,144.650837045321
12770,12,84,20,129.8763517709425
12770,12,108,25,142.12746595498035
12770,13,91,16,134.19192507686085
12770,13,115,21,148.23209368661298
12770,14,60,27,131.33150420731624
12770,15,61,26,126.62484979266789
12770,16,62,28,131.37255406932343
12770,17,63,29,124.00670468645353
12770,18,64,35,159.28665806076398
12770,19,65,34,149.79936965671112
12770,20,66,32,132.15800924520332
12770,21,67,33,154.25193275412676
12770,23,69,31,135.98523029752934
12770,25,71,30,134.0852496248035
12780,0,96,35,134.54348073176882
12780,1,49,12,151.52793654448422
12780,1,73,30,143.21721235402472
12780,1,97,32,149.45057528008874
12780,1,121,31,138.29020111195968
12780,2,74,31,162.47039969048302
12780,2,98,33,171.54738335731548
12780,2,122,30,139.65160278054364
12780,3,99,34,130.63328529842772
12780,4,76,27,161.94899710832064
12780,4,124,28,125.92423898837077
12780,5,77,29,173.92931198040895
12780,5,125,26,133.44057660133268
12780,6,78,26,150.74661128179298
12780,6,102,30,169.09594570486078
12780,6,126,29,143.42946211278797
12780,7,79,28,156.2687057642624
12780,7,103,31,149.14603364747137
12780,7,127,27,139.7487248743538
12780,8,80,35,138.6705545250123
12780,8,104,27,141.311436104157
12780,8,128,32,138.14120377842585
12780,9,57,13,139.7507878404119
12780,9,81,33,137.17660343319275
12780,9,105,28,144.44728082734642
12780,9,129,34,131.83239451260903
12780,10,82,34,146.5677169218731
12780,10,106,29,146.67652437828022
12780,10,130,33,143.44665954980914
12780,11,83,32,130.20602258523434
12780,11,107,26,150.13631566729399
12780,11,131,35,143.79953761568035
12780,12,84,20,148.34586986559617
12780,12,108,25,134.74789993358775
12780,13,91,16,135.21455097279414
12780,13,115,21,147.0835028597407
12780,14,60,27,144.3853224736965
12780,15,61,26,135.5442486018491
12780,16,62,28,135.40739167921953
12780,17,63,29,134.35921460516437
12780,18,64,35,147.73746191975138
12780,19,65,34,140.32543904746802
12780,20,66,32,145.0243702508403
12780,21,67,33,139.59501041788175
12780,23,69,31,133.99170077951976
12780,25,71,30,130.2960401484266
12790,0,96,35,129.3196950514868
12790,1,49,12,143.05543719198351
12790,1,73,30,139.4194975551209
12790,1,97,32,138.216002844346
12790,1,121,31,146.54998997627732
12790,2,74,31,151.19240511370793
12790,2,98,33,146.70847766688817
12790,2,122,30,152.28643179254584
12790,3,99,34,133.49309728570526
12790,4,76,27,175.20151206912368
12790,4,124,28,129.82554370313812
12790,5,77,29,146.37328735899658
12790,5,125,26,148.3472268186718
12790,6,78,26,144.77096878484616
12790,6,102,30,149.6798523488827
12790,6,126,29,164.86869292568352
12790,7,79,28,148.85126214071758
12790,7,103,31,141.9184669862026
12790,7,127,27,133.8747792622142
12790,8,80,35,140.84356756340222
12790,8,104,27,152.87391824327815
12790,8,128,32,149.0777376645697
12790,9,57,13,132.50754297897413
12790,9,81,33,151.7929900144183
12790,9,105,28,137.387936577246
12790,9,129,34,135.0258758839901
12790,10,82,34,143.57973121027152
12790,10,106,29,146.56074624614513
12790,10,130,33,145.60089285939185
12790,11,83,32,138.0373915291336
12790,11,107,26,146.429059099253
12790,11,131,35,144.73779759745653
12790,12,84,20,135.81432864525468
12790,12,108,25,135.2222055495683
12790,13,91,16,132.85597163224057
12790,13,115,21,138.60734779682176
12790,14,60,27,137.54430373313335
12790,15,61,26,127.76099769973123
12790,16,62,28,142.90733570902907
12790,17,63,29,124.62173436512563
12790,18,64,35,160.96239237830287
12790,19,65,34,142.53903201236247
12790,20,66,32,132.67941090499215
12790,21,67,33,144.6716767352556
12790,23,69,31,128.51527731646482
12790,25,71,30,148.67785036414577
12800,0,96,35,118.88278277207631
12800,1,49,12,151.24917054161173
12800,1,73,30,148.16459022681815
12800,1,97,32,144.97727576080527
12800,1,121,31,135.21139595865094
12800,2,74,31,173.58884524744076
12800,2,98,33,170.41820323455076
12800,2,122,30,131.48973289209434
12800,3,99,34,134.27241006539924
12800,4,76,27,147.1629293880262
12800,4,124,28,130.80024039905447
12800,5,77,29,145.660879827224
12800,5,125,26,140.12469488879012
12800,6,78,26,145.50024138597564
12800,6,102,30,164.9230720979485
12800,6,126,29,152.11379660778104
12800,7,79,28,140.47242823741084
12800,7,103,31,157.3477428977245
12800,7,127,27,151.65721075647375
12800,8,80,35,145.4881261255385
12800,8,104,27,150.61012301377866
12800,8,128,32,140.43928309675005
12800,9,57,13,146.05863293283704
12800,9,81,33,150.61105624188878
12800,9,105,28,139.8009963933325
12800,9,129,34,129.91736021828396
12800,10,82,34,147.39755596480938
12800,10,106,29,160.82962624793964
12800,10,130,33,145.82368395594602
12800,11,83,32,141.23037924253586
12800,11,107,26,141.24297822612587
12800,11,131,35,140.53253778538377
12800,12,84,20,126.56824320400617
12800,12,108,25,129.26838863825697
12800,13,91,16,131.0039965035805
12800,13,115,21,132.9057370268341
12800,14,60,27,131.82439198984565
12800,15,61,26,128.809266474477
12800,16,62,28,145.9698756470269
12800,17,63,29,129.54260437849692
12800,18,64,35,158.69565256473206
12800,19,65,34,148.50597106736095
12800,20,66,32,150.8408511041372
12800,21,67,33,146.5713859617255
12800,23,69,31,123.3541198275333
12800,25,71,30,132.33696759307645
12810,0,96,35,130.3478704612992
12810,1,49,12,129.90483987317117
12810,1,73,30,163.71748406311673
12810,1,97,32,147.53163282910467
12810,1,121,31,132.8796700697679
12810,2,74,31,171.9309315591043
12810,2,98,33,140.31521270779612
12810,2,122,30,142.57259400174414
12810,3,99,34,131.52184395640612
12810,4,76,27,170.4459493886974
12810,4,124,28,131.4670535964546
12810,5,77,29,160.16004175487075
12810,5,125,26,124.48116647026504
12810,6,78,26,161.0634753313515
12810,6,102,30,149.1286414241769
12810,6,126,29,140.35363558609095
12810,7,79,28,148.5821357066497
12810,7,103,31,153.12357099362455
12810,7,127,27,131.07427865190758
12810,8,80,35,144.72384214401768
12810,8,104,27,141.58558550639088
12810,8,128,32,141.98804894173227
12810,9,57,13,125.77223191273309
12810,9,81,33,135.73553594209798
12810,9,105,28,146.19702709048576
12810,9,129,34,147.6552257259947
12810,10,82,34,141.76457967427734
12810,10,106,29,142.60224945466416
12810,10,130,33,143.03694685214884
12810,11,83,32,134.57754007753408
12810,11,107,26,137.04882865169577
12810,11,131,35,135.13012563987112
12810,12,84,20,142.90966567453896
12810,12,108,25,145.04760079570784
12810,13,91,16,144.2678470677675
12810,13,115,21,154.39284447711023
12810,14,60,27,134.87387044204814
12810,15,61,26,127.1432058870167
12810,16,62,28,140.95925811157073
12810,17,63,29,139.2237318698059
12810,18,64,35,144.6984136875753
12810,19,65,34,135.81088463086525
12810,20,66,32,149.34698294663787
12810,21,67,33,133.6823545452574
12810,23,69,31,130.24642744743838
12810,25,71,30,125.45985967605321
12820,0,96,35,134.676303303081
12820,1,49,12,135.88644498462628
12820,1,73,30,138.51383523927763
12820,1,97,32,146.72769455666014
12820,1,121,31,146.03235278389099
12820,2,74,31,157.08270210971958
12820,2,98,33,147.0683734617055
12820,2,122,30,144.87825654195612
12820,3,99,34,132.3327616918881
12820,4,76,27,145.0064884372503
12820,4,124,28,133.89546955662234
12820,5,77,29,143.7494718580419
12820,5,125,26,146.09035823658607
12820,6,78,26,143.94814240108855
12820,6,102,30,152.2110329654533
12820,6,126,29,148.67367849316278
12820,7,79,28,143.48004031355984
12820,7,103,31,148.12626459208204
12820,7,127,27,151.4000054100216
12820,8,80,35,130.79995433870377
12820,8,104,27,139.66573544698957
12820,8,128,32,131.93667894771045
